mh_level,scope_id,dataset_name,dataset_granularity,scope_kind,scope_market,detector_combination,test_case_name,precision,recall,f1,true_negative_rate,false_positive_rate,false_negative_rate,g_mean,tp,fp,fn,tn,positive_count,negative_count,predicted_positive_count
mh30,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> IF,new_products,0.4201892744479495,0.8451776649746193,0.561314791403287,0.8705086656333663,0.1294913343666338,0.1548223350253807,0.8577496612416586,666.0,919.0,122.0,6178.0,788.0,7097.0,1585.0
mh5,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> IF,new_products,0.34025860816504433,0.8059187887130076,0.4784962713249566,0.8264077372988264,0.1735922627011736,0.19408121128699243,0.816098966196458,2342.0,4541.0,564.0,21618.0,2906.0,26159.0,6883.0
mh10,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score,new_products,0.3917165668662675,0.7658536585365854,0.5183228788379004,0.8679091943436095,0.13209080565639053,0.23414634146341465,0.815286104239238,1570.0,2438.0,480.0,16019.0,2050.0,18457.0,4008.0
mh15,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score,new_products,0.32902263118627206,0.8116564417177914,0.4682357104937179,0.8161624420823113,0.18383755791768874,0.18834355828220858,0.8139063236050152,1323.0,2698.0,307.0,11978.0,1630.0,14676.0,4021.0
mh20,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score,new_products,0.32558139534883723,0.84,0.46927374301675984,0.8067492524562153,0.1932507475437847,0.16,0.8232067614294849,1092.0,2262.0,208.0,9443.0,1300.0,11705.0,3354.0
mh25,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score,new_products,0.2879684418145957,0.8264150943396227,0.4271087274500244,0.77297977151242,0.2270202284875799,0.17358490566037735,0.7992509936165588,876.0,2166.0,184.0,7375.0,1060.0,9541.0,3042.0
mh30,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score,new_products,0.2815575524176294,0.8350253807106599,0.42112,0.7634211638720586,0.2365788361279414,0.1649746192893401,0.7984209716714866,658.0,1679.0,130.0,5418.0,788.0,7097.0,2337.0
mh5,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score,new_products,0.4345658496053178,0.7198898830006882,0.5419689119170984,0.895944034557896,0.10405596544210406,0.28011011699931176,0.8031071200114268,2092.0,2722.0,814.0,23437.0,2906.0,26159.0,4814.0
mh10,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=10) -> IF,new_products,0.17218606431852987,0.8775609756097561,0.2878860617698832,0.5313973018367015,0.46860269816329847,0.1224390243902439,0.6828861798544527,1799.0,8649.0,251.0,9808.0,2050.0,18457.0,10448.0
mh15,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=10) -> IF,new_products,0.15590938234665527,0.8950920245398774,0.26556243174372046,0.46177432542927227,0.5382256745707277,0.1049079754601227,0.6429078595172277,1459.0,7899.0,171.0,6777.0,1630.0,14676.0,9358.0
mh20,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=10) -> IF,new_products,0.23195146612740142,0.8823076923076923,0.36733386709367494,0.6755232806492951,0.3244767193507048,0.1176923076923077,0.7720229186039759,1147.0,3798.0,153.0,7907.0,1300.0,11705.0,4945.0
mh25,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=10) -> IF,new_products,0.26936517181129876,0.8726415094339622,0.41165999109924345,0.7370296614610627,0.2629703385389372,0.12735849056603774,0.8019742366653583,925.0,2509.0,135.0,7032.0,1060.0,9541.0,3434.0
mh30,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=10) -> IF,new_products,0.3086859688195991,0.8794416243654822,0.456973293768546,0.7813160490348035,0.21868395096519655,0.12055837563451777,0.8289281363942163,693.0,1552.0,95.0,5545.0,788.0,7097.0,2245.0
mh5,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=10) -> IF,new_products,0.31621295427115464,0.811424638678596,0.4550805751230339,0.805076646660805,0.19492335333919492,0.18857536132140398,0.8082444105128841,2358.0,5099.0,548.0,21060.0,2906.0,26159.0,7457.0
mh10,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,new_products,0.16910660660660662,0.8790243902439024,0.2836455218007241,0.5202904047244947,0.4797095952755052,0.12097560975609756,0.6762750592493428,1802.0,8854.0,248.0,9603.0,2050.0,18457.0,10656.0
mh15,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,new_products,0.15050889277269455,0.898159509202454,0.2578145637052038,0.43697192695557374,0.5630280730444263,0.10184049079754601,0.6264746534774321,1464.0,8263.0,166.0,6413.0,1630.0,14676.0,9727.0
mh20,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,new_products,0.21580320536712636,0.8907692307692308,0.34743474347434744,0.6404955147372917,0.35950448526270823,0.10923076923076923,0.755336810286431,1158.0,4208.0,142.0,7497.0,1300.0,11705.0,5366.0
mh25,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,new_products,0.234,0.8830188679245283,0.3699604743083004,0.6788596583167383,0.3211403416832617,0.1169811320754717,0.7742389081972556,936.0,3064.0,124.0,6477.0,1060.0,9541.0,4000.0
mh30,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,new_products,0.271781033153431,0.8946700507614214,0.4169130691898285,0.7338311962801184,0.26616880371988166,0.10532994923857868,0.8102695808348281,705.0,1889.0,83.0,5208.0,788.0,7097.0,2594.0
mh5,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,new_products,0.2953471012689724,0.8169304886441845,0.4338450292397661,0.7834779616957834,0.2165220383042165,0.18306951135581556,0.8000293957662343,2374.0,5664.0,532.0,20495.0,2906.0,26159.0,8038.0
